Query_ID,Query_Text,Department,Priority_Label
848,Someone in my dorm is playing loud music and it's making it hard for me to sleep.,Student Housing,Low
5751,"The international student portal is rejecting my visa scan, and my mandatory check-in deadline is in 12 hours. i am calm.",Admissions,High
424,Can I borrow a telescope from the library for a weekend trip to the mountains?,Library,Low
6978,I need to find out where the bursar's office is located so I can pay my lab fees.,Finance Office,Low
6101,the scanner in the computer lab is only saving files as black and white even when color is selected.,IT Support,Medium
5672,i'm interested in the 2035 master's program. will the application process be all AI by then?,Admissions,Low
2152,"My graduation audit is showing that I am missing a core requirement, but I already took that class. Graduation is in two days and I need this cleared by tomorrow.",Academic Office,High
3289,I am unable to submit my housing preference form and the priority deadline is in 90 minutes. I have tried three different browsers.,Student Housing,High
7348,id like to know if i can take a placement test for german or if i have to start at level 101.,Academic Office,Low
4327,requesting verification letter for part-time job,Administration,Low
1394,i'm tryin to find the library's policy on borrowing laptops. can i take it home for the weekend?,Library,Medium
7268,I need my study abroad credits verified today. My visa extension depends on me being a full-time student and the report is due tomorrow.,Academic Office,High
8703,Can students request a private tour of the admissions vault where the records are kept?,Admissions,Low
1831,i have a question about the university's policy on smoking on campus. is there a designated area?,Student Housing,Low
6324,is guest access allowed in dorms?,Student Housing,Low
7152,Help! I accidentally deleted my entire project from the shared server and I need it by 9 AM tomorrow.,IT Support,High
4779,i need to know the requirements for graduating with honors. where is that info?,Academic Office,Low
208,My roommate is being very loud and I can't study for my final which is tomorrow morning at 8 AM.,Student Housing,Medium
351,My laptop was stolen from the student center 10 mins ago. It has my only copy of my dissertation due tonight.,IT Support,High
3392,is there any way to get a copy of my unofficial transcript from last year? i just want to check my old grades.,Academic Office,Low
1196,I am inquiring about the deadline for declaring a minor for the current academic year. i couldn't find it on the website.,Academic Office,Medium
21,I would like to inquire about the process for requesting a new roommate for the next semester. My current living situation is not ideal.,Student Housing,Medium
5340,i'm tryin to figure out how to get a student id for my spouse. they want to use the library on weekends. thx.,Administration,Low
3150,my graduation application is showing as 'incomplete' even though i have all the credits. graduation is in 48 hours.,Academic Office,High
4558,I need help with my application for a student scholarship for students in the humanities and computer science.,Finance Office,Low
5707,Is there a way to get a copy of the university's master plan?,Administration,Low
5480,I am a prospective student and I'm confused about the application requirements for the education program.,Admissions,Low
190,can i update my application info later?,Admissions,Low
6370,I need help with my application for a student grant for interdisciplinary research.,Academic Office,Low
8624,I'm having trouble with the library's online portal for access to scholarly journals in the sciences.,Library,Low
1408,i want to know the hours of the library during finals week. are they open 24 hours starting tomorrow? thx.,Library,Low
4882,There is a power outlet in the West Dorm lobby that sparked when I plugged in my charger. It needs to be checked.,Student Housing,Medium
870,"The university's registration system has erroneously placed a financial hold on my account, and registration closes in 1 hour.",Finance Office,High
560,i'm looking for a copy of the official university seal for my scholarship application next month. thx.,Administration,Medium
11,application progress bar resets after refresh,Admissions,Medium
5135,"idk why portal slow, kinda annoying",IT Support,Medium
1248,I'm looking for information about the work-study program. Who should I contact to see if i'm eligible for next term?,Finance Office,Medium
1837,the portal is showing that i have a 'Prerequisite Error' for a class I'm already in. can someone fix the system bug?,Academic Office,Medium
4820,"I mistakenly paid my tuition twice, and my bank account is now $12,000 overdrawn. I need an immediate refund to pay my rent.",Finance Office,High
5556,my student email account has been compromised and someone is sending phishing links. please lock it immediately.,IT Support,High
7989,My room key is not working and it's 2 AM and freezing outside. There is no one at the front desk.,Student Housing,High
8719,I missed the graduation application deadline by 10 minutes because the site was undergoing maintenance. I need to walk this semester.,Academic Office,High
334,"The professor is refusing to let me take the final because my name is missing from the roster, even though I'm enrolled.",Academic Office,High
6620,"To whom it may concern, the air conditioner in the main lecture hall is extremely loud and making it difficult to hear the professor.",Academic Office,Medium
8115,I need help with my application for the study abroad program in London.,Academic Office,Medium
7790,I am having trouble with the dual-factor authentication. It keeps sending the code to my old phone number.,IT Support,Medium
6471,I am an international student and I'm having trouble with the work authorization on my visa. I need a letter from the university by tomorrow.,Admissions,High
369,i want to know if there is a microwave in the library that students can use for lunch.,Library,Low
3209,i'm tryin to find out if the admissions office is hirin for the tour guide position next semester. lmk thx.,Admissions,Low
2848,I found an intruder sleeping in the laundry room. They are acting aggressively toward students.,Student Housing,High
1311,i am calm but my student visa i-20 form was mailed with the wrong birthdate and my embassy interview is tomorrow morning at 9am.,Admissions,High
7200,"I just received a notification that my housing contract has been canceled for next year, but I already paid the deposit.",Student Housing,High
44,my tuition was paid by my employer but the portal still shows an outstanding balance. i don't want to get charged late fees.,Finance Office,Medium
1424,I noticed that the air conditioning in my dorm room is making a very loud rattling noise and it's making it hard to sleep.,Student Housing,Medium
6266,i have a question about the university's grading scale. what is a passing grade?,Academic Office,Low
5223,My tuition payment has been 'Pending' for 10 days. I have a registration window in 2 hours and I cannot add classes with a pending status.,Finance Office,High
503,library e-resource access question,Library,Medium
6996,The library's interlibrary loan system is down. I need a book for my thesis by the end of the week.,Library,Medium
4802,system froze during upload right before submission deadline,IT Support,High
3802,My final grade for CS101 is incorrect. I have the graded midterms to prove it.,Academic Office,Medium
8852,The enrollment portal is returning an access denied error for all seniors today. Today is the final registration day. I am calm.,Admissions,High
5039,wifi down during online exam submission,IT Support,High
3907,"i am calm, but the enrollment deadline for the fall semester is tomorrow and my transcripts are still marked as missing.",Admissions,High
438,someone is stealing textbooks from the library reserve section right now. i see them putting them in a large duffel bag.,Library,High
5825,I would like to know the deadline to register for classes for the spring semester.,Academic Office,Low
36,I found a bug in the course registration portal that allowed me to enroll in two classes scheduled at the same time.,IT Support,Medium
576,My scholarship was not applied to my student account and I have a registration hold. Tuition is due tomorrow morning at 11 AM.,Finance Office,High
4401,login session expires too quickly on portal,IT Support,Medium
2850,hi can u tell me if the library has any group study rooms that i can book for next month?,Library,Low
8594,Someone in my dorm is unconscious after using an unknown substance. We need medical help and the RA immediately.,Student Housing,High
7067,"I am writing to politely inform you that my tuition payment portal is returning a server error. Since the enrollment period for my final semester closes in exactly 90 minutes, I would appreciate it if a manual override could be processed to prevent my withdrawal.",Finance Office,High
2328,HOW DO I LOG IN TO THE WIFI??? I NEED TO WATCH NETFLIX RIGHT NOW!!!!! PLS HELP ASAP!!!!!,IT Support,Low
5481,portal shows outdated info sometimes,IT Support,Medium
6134,my application was selected for audit and the documents are due in 2 hours but the upload tool is broken.,Admissions,High
164,"The university's system for submitting health insurance waivers is offline and the $1,500 fee will be charged to my account at midnight.",Finance Office,High
7442,I noticed a small crack in the tile of the communal shower. It's not dangerous yet but should probably be looked at.,Student Housing,Low
3775,idk how to use the washing machine in the basement it keeps making a beep noise help?,Student Housing,Medium
7080,I am having trouble connecting my laptop to the university's VPN. It keeps giving me an 'authentication failed' error.,IT Support,Medium
2962,i'm tryin to figure out how to get a student discount for the local bus pass. do i need a specific letter?,Finance Office,Low
5329,pls confirm graduation document requirements,Administration,Medium
4242,dashboard missing some profile details,IT Support,Medium
3101,I need help with my application for a student scholarship for underrepresented minorities.,Finance Office,Low
6858,i need to update my legal name in the system but I don't see an option to upload my new marriage certificate. where do i send it?,Administration,Medium
5488,I'm having trouble with the citations on my bibliography. Could someone from the research desk help me with APA style?,Library,Medium
299,i paid my tuition but it's not showing up on my account. i have a receipt from the bank.,Finance Office,Medium
3439,The projector in the main auditorium is flickering. It's making it hard for students in the back to see the guest speaker's presentation.,IT Support,Medium
8130,Need transcript for job application.,Administration,Medium
5234,exam registration clarification needed,Academic Office,Medium
4847,submission portal froze while uploading thesis due tonight,IT Support,High
7124,my student id card has been deactivated for no reason and i cannot get into the dining hall tonight. i am very hungry now.,Administration,High
3160,admission document correction needed,Admissions,Medium
5079,I am an international student and my visa documentation is missing a signature. I have a visa interview today.,Admissions,High
5791,I found a wallet in the library bathroom. I have left it at the front desk.,Library,Low
1892,idk how to check my gpa on the new site version. can someone send a link?,Academic Office,Low
7654,I would like to inquire about the requirements for the study abroad program in Paris for the next semester.,Academic Office,Low
1383,library newsletter content suggestion,Library,Low
5457,I would like to request a copy of the official university calendar for the next academic year.,Administration,Low
8504,application portal lost my uploaded docs before cutoff,Admissions,High
3114,The main gas line in the dormitory kitchen is leaking and i can smell it very strongly. we need an evacuation.,Student Housing,High
5850,my financial aid package says 'pending' but the tuition deadline is tonight. i'm really scared i'm going to be dropped from my classes!!!! help me pls!!!,Finance Office,High
5809,Is there a way to get a copy of my high school transcript from the university?,Admissions,Low
7139,The student portal keeps crashing when I try to pay my tuition. The deadline is in four hours and I don't want to lose my classes.,IT Support,High
2364,The software required for our lab (SPSS) isn't opening on any of the computers in the IT lab.,IT Support,Medium
1461,Emergency!! I forgot to pay my graduation fee and I think they wont let me walk!! The ceremony is next month but I am crying right now!!,Finance Office,Medium
1344,Could you please provide information on the deadlines for the Fall 2026 intake for international graduate students?,Admissions,Low
4823,login loop prevents assignment submission before deadline,IT Support,High
6923,I am having trouble connecting my game console to the dorm Wi-Fi.,IT Support,Medium
133,The elevator in the dorm is stuck and I'm trapped inside with three other people. Please send emergency services immediately!,Student Housing,High
1370,I need help with my graduate school application; I'm not sure which professors to ask for letters of recommendation.,Academic Office,Low
4411,i'm tryin to figure out how to get a copy of my official transcript for a job interview tomorrow.,Academic Office,Medium
633,i need a copy of the official course catalog from 2018 for my job application. no rush.,Academic Office,Low
3707,idk how to check if a book is available in the library from my phone. is there an app for students?,Library,Low
7522,I am unable to see the 'Schedule of Classes' for the summer term. The page just loads a white screen.,Academic Office,Medium
4226,the air conditioning in the dorm room 312 is making a high-pitched whistling sound whenever it's on.,Student Housing,Medium
3293,id like to know if the university provides certificates for participation in the student leadership workshop. no rush.,Administration,Low
5971,mfa codes are not sending to my phone and i have a timed lab assignment starting in 5 minutes.,IT Support,High
639,my scholarship check was lost in the mail and the tuition deadline is at 5pm today. i need a way to pay without being charged late fees.,Finance Office,High
1442,My medical records for the health center were mixed up with another student's. I am being given the wrong medication.,Administration,High
1330,the registration system is down and my window for selecting my final year capstone class ends in 1 hour.,Academic Office,High
2303,My tuition payment is showing as 'Rejected' even though I have the funds. My final deadline to pay is tonight at midnight.,Finance Office,High
1857,I'm having trouble with the online portal for my student virtual private network (VPN) access.,IT Support,Medium
7208,window in dorm not closing fully,Student Housing,Medium
3547,I would like to request a new curtains for my dorm room because my current ones are very old.,Student Housing,Low
3009,ID card photo outdated needs replacement,Administration,Medium
4702,I noticed that the carpet in the hallway of building C is coming up at the edges and it's a bit of a trip hazard for all the students.,Student Housing,Low
385,Overpaid tuition refund stuck.,Finance Office,High
1469,The bursar's office is showing a hold on my account for a library fine from 2 years ago that i already paid. registration closes in 2 hours. i am calm.,Finance Office,High
3813,Could you please tell me the hours of operation for the university career center?,Administration,Low
5431,admission fee payment guidance inquiry,Admissions,Medium
4760,I am a prospective student and I would like to know if you accept Duolingo English Test scores for international admission.,Admissions,Low
6906,The scholarship funds have not been applied to my account balance and the payment is due at midnight tonight or i will be charged a $500 fee.,Finance Office,High
1123,i want to know the deadline for dropping a class without it appearing as a 'w'. is it today?,Academic Office,Medium
3764,HELP! I accidentally submitted my midterm exam blank. Is there any way for me to redo it today?,Academic Office,High
1520,I missed the deadline to apply for graduation because I was in the hospital. I need an exception today to walk on stage this weekend.,Academic Office,High
8591,The fire sprinkler in my room is currently leaking and water is dripping directly onto my laptop. I have evacuated the room.,Student Housing,High
1953,i am requesting an official letter of good standing for a summer internship. the application is due at the end of the month.,Administration,Medium
3553,The portal for international health records is rejecting my vaccine card. the deadline is tonight at midnight.,Admissions,High
3371,I would like to inquire about the possibility of changing my major to Physics. What are the specific requirements for an internal transfer?,Academic Office,Medium
3013,the library's sprinkler system was triggered by accident. the 3rd floor is covered in water and the archives are in danger.,Library,High
149,I am having trouble with the online payment system for the student health insurance premium.,Finance Office,Medium
2135,I am having trouble with the online payment system for the graduation fee. It keeps timing out when I try to submit my payment.,Finance Office,Medium
3777,i am unable to log in to my student email. it says my account is disabled.,IT Support,Medium
7143,I'm just wondering if there are any quiet study areas in the library that aren't on the third floor.,Library,Low
2375,HELP!! I THINK THERE IS A GHOST IN MY DORM ROOM I AM SO SCARED PLEASE MOVE ME NOW!!!!!!!!!!,Student Housing,Low
3736,The electronic database for the bar exam prep materials is down. My exam is tomorrow morning and I need my notes.,Library,High
1969,I'm having trouble with the library's online search for maps and geographical data.,Library,Low
8364,"I am having trouble with the air conditioning in my dorm. It's not broken, but it makes a very high-pitched whistling noise when it's on high.",Student Housing,Medium
2662,"I am calm but the university bank account information on the tuition portal is incorrect and my wire transfer of $15,000 is due today.",Finance Office,High
2463,EVERYONE IS GOING TO HATE ME IF I DONT FIND OUT IF THE LIBRARY HAS A SUBSCRIPTION TO VOGUE RIGHT NOW!!!!!,Library,Low
5417,The dresser in my dorm room is missing a handle.,Student Housing,Low
5056,My professor is using a software that requires a license I don't have. The first assignment is due in 4 hours.,IT Support,Medium
2219,URGENT!!!! I NEED TO KNOW IF THE UNIVERSITY HAS A LOST AND FOUND FOR UMBRELLAS IT IS RAINING SO HARD AND I DONT WANT TO GET WET!!!!,Administration,Low
3546,room heater turns on but not maintaining temp,Student Housing,Medium
500,payment status not correctly updated after recent transaction,Finance Office,Medium
3952,URGENT: I accidentally sent my tuition wire to a scammer using a link from a phishing email. Can the university intervene?,Finance Office,High
1811,Grade portal shows incorrect marks.,Academic Office,High
468,OH MY GOD TELL ME NOW IF THE DORM ROOMS HAVE ADJUSTABLE LIGHTING OR JUST ON/OFF SWITCHES!!!!,Student Housing,Low
6814,My scholarship check was delivered with a typo in my name and the bank won't cash it. Tuition is due tomorrow morning.,Finance Office,High
3187,hello i need a copy of my enrollment certificate for my new apartment but i'm not in any rush just whenever u guys have time thx,Administration,Low
1402,lecture notes link broken for one course,Academic Office,Medium
1312,i have a question about my tuition bill. it seems higher than i expected.,Finance Office,Low
5645,The official university system for submitting medical immunization records is showing a database error and the deadline to avoid registration cancellation is in four hours.,IT Support,High
7441,I'm having trouble with the online portal for my student software license renewal account.,IT Support,Low
3958,hey can u tell me if the library has any extra copies of the textbook for bio 101? i need it for my test tomorrow.,Library,Medium
6901,tuition discrepancy clarification,Finance Office,Medium
1392,I noticed that the library website is very slow today and I can't access any of the research databases for my research project.,Library,Medium
7516,i want to know if there are any student jobs available in the admissions office for next semester? i like giving tours.,Admissions,Low
7921,office hours for admin help desk?,Administration,Low
292,Library app crashing.,Library,Low
619,The sink faucet in my dorm bathroom is loose.,Student Housing,Low
3822,the library printer charged me for 10 pages but only 3 actually printed. the paper jammed on the rest.,Library,Medium
2987,OMGGGGG I THINK I LOST MY ENTIRE BIBLIOGRAPHY AND MY PAPER IS DUE IN AN HOUR HELP ME RECOVER IT NOW!!!!!,IT Support,Medium
2124,"Library website slow, can't reserve books.",Library,Low
2505,portal sometimes shows wrong course status,IT Support,Medium
4931,admissions document verification partially complete,Admissions,Medium
5914,I'm having trouble with the online submission portal for my history class. It won't let me upload my 50MB file.,IT Support,Medium
8224,portal shows duplicate application entries,Admissions,Medium
2374,My scholarship was not applied to my student account and I have a registration hold. Tuition is due tomorrow morning at 9 AM local time.,Finance Office,High
5610,The university's system for submitting internship credit applications is down and the deadline for the summer semester is in 4 hours.,Academic Office,High
754,airflow inconsistent in dorm room,Student Housing,Medium
3601,exam registration failed and closes in few hours,Academic Office,High
2445,I noticed that the library's database for medical students is down during the final board exam prep week.,Library,High
1982,i'm havign trouble with the university's vpn on my windows laptop it keeps saying connection failed.,IT Support,Medium
2902,The university's portal for international student visa tracking is down and i need to upload my documents for my flight in 24 hours. i am calm.,Admissions,High
4832,the smoke detector in my room is beeping every 30 seconds and i cant sleep. please help.,Student Housing,Medium
1263,I'm having trouble downloading the VPN client for my Mac. It keeps saying the developer cannot be verified.,IT Support,Medium
7117,Tuition portal freezing.,Finance Office,High
3812,PLEASE HELP ME!!!!!!!! I CANT FIND MY FAVORITE HOODIE AND I THINK I LEFT IT IN THE ADMISSIONS OFFICE DURING THE TOUR PLS HELP!!!!!!!,Admissions,Low
7988,"To whom it may concern, I have lost my passport and I am due to travel for a university exchange program tomorrow morning. I need my official transcript for the visa office by 4 PM today.",Academic Office,High
2465,can u tell me where the convocation rehearsal is happening? i lost the email with the location details.,Administration,Medium
4743,Library booking system slow.,Library,Low
2950,i want to pay my tuition in installments. how do i sign up for a payment plan?,Finance Office,Low
405,I am calm but the university bank account information on the tuition portal is incorrect and my payment is due tonight.,Finance Office,High
3349,I'm having trouble with the online portal for my student loan repayment.,Finance Office,Medium
6558,"I submitted my tuition payment but it still shows as pending, pls help.",Finance Office,High
3415,I am a graduating senior and my name is missing from the official commencement program. Graduation is tomorrow at 10 AM.,Academic Office,High
1380,i have a question about the meal plan for next semester. where can i find the prices?,Finance Office,Low
1430,helppp!! i'm locked in the library after hours. the security guard didn't see me and the alarms are armed!!,Library,High
4430,The bursar's office has misplaced my scholarship check of $5000 and my tuition is now showing as unpaid on the final due date.,Finance Office,High
6753,The library's microfilm collection is being damaged by a steam leak from the heating system. We need help now.,Library,High
4588,how do i request a replacement for my student id card if it's just cracked but still works?,Administration,Low
1456,I'M SCREAMING BECAUSE MY ESSAY DISAPPEARED ON GOOGLE DOCS AND ITS DUE IN 5 MINUTES HELP ME HELP ME HELP ME!!!!,IT Support,Medium
6150,The soap dispenser in my dorm bathroom is empty.,Student Housing,Low
6185,I noticed that my transfer credits from my previous community college haven't appeared on my student portal yet.,Admissions,Medium
6759,exam portal error and deadline approaching tonight,Academic Office,High
76,idk how to check if a book is available in the library from my phone? thx.,Library,Low
443,low water pressure in dorm sink,Student Housing,Medium
8452,I'm having trouble with the online portal for my student cloud computing access.,IT Support,Medium
239,Are there any quiet study areas in the library that are open on Tuesday nights?,Library,Low
2368,"VPN connection not working, can't access resources.",IT Support,High
174,PLEASE!!!!!! I NEED TO KNOW IF I CAN USE THE UNIVERSITY'S GYM IF I AM ONLY TAKING ONE CLASS THIS TERM!!!!!!!,Administration,Low
2886,How do I get a copy of the university's academic honesty policy for a research project I'm doing?,Academic Office,Low
5059,The university's system for submitted doctoral dissertation abstracts is down and the deadline for graduation is in 3 hours.,Administration,High
4988,What is the average TOEFL score for admission to the Engineering program?,Admissions,Low
5873,PLEASE!!!!!! I NEED TO KNOW IF I CAN USE THE UNIVERSITY'S GYM IF I AM ONLY TAKING ONE CLASS THIS TERM!!!!!!! PLS ANSWER!!!!!,Administration,Low
5302,I'm having trouble with the online portal for my student database hosting request account.,IT Support,Medium
4544,"hi, i recived an email about a missing recommendation letter, but my teacher sent it through the portal weeks ago.",Admissions,Medium
6762,the fire alarm in my building is making a quiet chirping sound every minute. it's not an emergency but it's annoying.,Student Housing,Medium
5533,IT portal showing partial data for course enrollment,IT Support,Medium
5058,I noticed an error in my transcript. it says i failed a class that i actually got an A in.,Academic Office,High
7337,course registration page glitches occasionally,Academic Office,Medium
1183,The enrollment portal for the spring semester is showing an access denied error for all international students today.,Admissions,High
6835,HELP!! I LOST MY ENTIRE BIBLIOGRAPHY AND MY PAPER IS DUE AT NOON!!!!!!!,Library,Medium
979,I am an international student and I'm confused about the health insurance waiver process.,Administration,Medium
2362,I would like to request a new ID card because my current one is cracked and won't swipe.,Administration,Medium
3322,I noticed that the light in the laundry room is out. It is very dark and I'm worried about someone tripping over a laundry basket or bag.,Student Housing,Medium
793,I am calm but my name is misspelled on the graduation certificates being printed tonight. please fix this before the ceremony.,Administration,High
248,I would like to inquire about the possibility of adding a minor in Philosophy to my current degree plan.,Academic Office,Low
1249,ID card photo looks outdated,Administration,Medium
8238,I would like to inquire about the status of my application for the university's merit-based scholarship award.,Finance Office,Medium
1746,I'm having trouble with the heating in the student activity center. It's very cold.,Administration,Low
3373,What kind of glue does the administration office use for the official flyers on the pillars? It's very strong.,Administration,Low
7467,I would like to know if there are any student discounts available for the university bookstore.,Administration,Low
3449,I NEED TO KNOW IF THE LIBRARY HAS ANY STAPLERS RIGHT NOW OR I WILL FAIL MY ESSAY SUBMISSION!!!!!!!,Library,Low
3772,I would like to know the deadline for applying for a student research fellowship.,Academic Office,Low
7531,I am unable to download the required software for my Computer Science lab tomorrow.,IT Support,Medium
963,"Hi there, I was just curious if the library has any plan to stock the latest issues of National Geographic in the lobby next year?",Library,Low
3668,i need a replacement id card because mine was snapped in half. i can come by on thursday to pick it up.,Administration,Medium
2346,academic department course schedule inquiry,Academic Office,Medium
5936,I need a copy of the university's annual report for a class project I'm working on.,Administration,Low
3030,the portal is showing i have a 'disciplinary hold' for something i didn't do. i can't register for my final term classes.,Administration,High
2503,I would like to request a new mattress for my dorm room because this one is very uncomfortable.,Student Housing,Low
2089,portal crashed while submitting assignment due in 2 hrs,IT Support,High
943,The system says I have a 'Missing Document' for a transcript that was verified by admissions last week. I am being de-enrolled tonight.,Admissions,High
7876,Admissions docs deadline urgent.,Admissions,High
2483,My scholarship check was supposed to be sent to my home address but it hasn't arrived. I need to know where it is.,Finance Office,Medium
5320,A student in the library has a knife and is threatening people. We are hiding under the tables.,Library,High
5773,The portal for graduation applications is showing an internal server error for all seniors today. deadline is today.,Administration,High
748,I would like to request an extension for my final paper for my history class. I have been ill for the last week.,Academic Office,Medium
1328,hi id like to request a new student id because my photo looks really bad lol can i come in tomorrow?,IT Support,Low
6925,"tuition receipt not available yet, need for records",Finance Office,Medium
1308,can u tell me if the library has any books on 'the history of jazz' for my music class tomorrow?,Library,Low
6168,PLEASE HURRY THE PRINTER IS OUT OF PAPER AND MY CLASS STARTS IN 2 MINUTES I AM SO STRESSED HELP!!!!!!!!!,Library,Medium
2436,how do i change my mailing address for my diploma? i'm moving to a new apartment next month. no hurry.,Administration,Medium
8019,I am an international student and my visa documentation is missing a signature from the registrar. I have a visa interview today.,Admissions,High
4920,The university's main registration server has crashed. Class enrollment for seniors closes in 2 hours.,IT Support,High
1213,deadline today but accept button missing,Admissions,High
3063,I AM SO UPSET BECAUSE I DONT KNOW IF THE WIFI ROUTERS IN THE DORM ARE VERTICAL OR HORIZONTAL!!!!,IT Support,Low
7778,need access to library database before deadline tomorrow,Library,High
1206,I'm having trouble with the Wi-Fi in the student union. It's very slow and keeps disconnecting.,IT Support,Low
4356,the library catalog is listing a book as 'available' in the South Branch but the South Branch has been closed for renovation.,Library,Medium
5913,I'm having trouble with the online portal for my student ID card application.,Administration,Low
5577,"To the Registrar: I have received a notice that I am being dropped from all my courses due to a missing transcript. I have a digital copy from my previous university ready to send, and the deadline for the final appeal is tomorrow morning.",Admissions,High
5347,i'm looking for a map of the campus that shows all the underground tunnels. for fun.,Administration,Low
2390,I AM GOING TO LOSE MY SCHOLARSHIP!! MY TRANSCRIPT HAS A 'D' LISTED FOR BIO BUT I GOT A 'B+'!! HELP ME FIX THIS ERROR!!,Academic Office,Medium
3938,minor name typo in document,Administration,Medium
5253,student housing maintenance request partially acknowledged,Student Housing,Medium
5627,The light in my dorm room is burnt out.,Student Housing,Low
5456,"Hello, my MFA token is not working and I have an online exam starting in 10 minutes. I cannot log in.",IT Support,High
8058,Degree confirmation letter for visa.,Administration,Medium
691,internet speed drops during peak time,IT Support,Medium
1073,"The student health insurance waiver I submitted was rejected without explanation, and the $1,800 fee is due tonight. I have provided proof of private coverage.",Finance Office,High
6857,I would like to know the deadline for applying for a student research award.,Academic Office,Low
8913,The sink in my dorm room is leaking onto the floor.,Student Housing,Medium
1457,Admissions portal not accepting docs.,Admissions,High
5296,I would like to request a copy of the university's policy on network use and security.,IT Support,Low
4334,"I was told my scholarship was 'one-time' but it was 'renewable'. I cannot afford the $10,000 balance due tomorrow morning.",Finance Office,High
6061,Dorm heating not functioning.,Student Housing,Medium
5988,certificate request processing time?,Administration,Low
3904,I noticed an error in my final grade for English 102. My professor said it should be an 'A' but the portal says 'B'.,Academic Office,Medium
6589,I would like to request a copy of the university's policy on student organizations from the dean of students office.,Academic Office,Low
5092,heater works but not strong enough in room,Student Housing,Medium
5002,my roomate is playing music really loud and i have a slight headache. i need someone to come tell them to stop right now i am so stressed out!!,Student Housing,Low
3278,I need help with my application for a student grant for research in the interdisciplinary sciences.,Academic Office,Low
962,i want to know if there are any student jobs available in the admissions office for the next semester. thx.,Admissions,Low
5154,The tuition payment gateway is returning a 404 error on the final day of registration. I cannot pay my fees and I am at risk of being dropped.,Finance Office,High
6357,"The deadline for dropping a class without failure was yesterday, but the portal was down for maintenance. I need an manual drop today.",Academic Office,High
2229,fee payment stuck processing and due date is today,Finance Office,High
344,i'm having trouble with the university's wifi in the library. it's very spotty and keeps dropping.,IT Support,Medium
2802,I noticed that the light in the stairwell of building C is completely out and it's very dark at night.,Student Housing,Medium
2805,the elevator in the library is stuck between floors 2 and 3 and there are three students inside. please contact emergency services.,Library,High
5953,i'm havign trouble with the university's wifi in the library it's very spotty and keeps dropping.,IT Support,Medium
1732,Is there a public microwave in the Academic Office building that is available for student use after 5 PM?,Academic Office,Low
4493,i would like to request a new mattress as mine has a spring poking out. it is quite uncomfortable.,Student Housing,Medium
5722,my student email account has been suspended for no reason and i have my final project due tonight.,IT Support,High
6492,The student health insurance portal is not accepting my waiver and the $2000 fee is due tonight. I have private coverage.,Finance Office,High
4835,I would like to inquire about the possibility of changing my major to Chemistry. What are the prerequisites?,Academic Office,Medium
5227,I am calm but my financial aid disbursement was suddenly cancelled and I have an eviction notice for tomorrow morning because i couldn't pay rent.,Finance Office,High
6265,academic office grade dispute partially resolved,Academic Office,Medium
6896,OMGGGGG MY TRANSCRIPT WAS SENT TO THE WRONG ADDRESS AND NOW I WILL MISS THE INTERNSHIP DEADLINE HELP ME NOW!!!!!,Academic Office,Medium
4765,I would like to know the final deadline to register for classes for the fall semester.,Academic Office,Low
4361,Can students request a specific font for their name on their graduation certificate two years in advance?,Administration,Low
2875,payment plan options not showing correctly,Finance Office,Medium
487,HEEEELP!!! I THINK I ACCIDENTALLY EMAILED MY PROFESSOR A PICTURE OF MY CAT INSTEAD OF MY HOMEWORK!!!!,Academic Office,Low
5656,The enrollment portal for the spring semester is showing an access denied error for all international students today. Today is the final enrollment day.,Admissions,High
986,can i defer offer?,Admissions,Low
1652,I need to know the requirements for the study abroad program in Germany for next fall.,Academic Office,Low
2613,application shows pending though docs submitted,Admissions,Medium
234,the library's online database is down. i need to access a research paper for my project.,Library,Medium
5491,one quiz grade missing from results page,Academic Office,Medium
258,I would like to report that the university's vaccination portal is not accepting international records and today is the cutoff day.,Admissions,High
1365,I am having trouble connecting my laptop to the university's wifi. It works on my phone but not on my computer.,IT Support,Medium
319,Library computer jammed.,Library,Low
5838,How can I get a copy of the campus newspaper?,Administration,Low
8548,Could someone please explain why my financial aid was reduced this semester without any notice or explanation?,Finance Office,Medium
2101,I am writing to politely request that my late fee be waived as the university site was down during the payment window last night.,Finance Office,High
2164,I am writing to respectfully inform you that the heater in my dorm is emitting smoke. I have evacuated the room and am waiting for instructions.,Student Housing,High
1182,the automatic door for the disability entrance to the admissions building is jammed and there is a student in a wheelchair waiting outside in the rain.,Admissions,High
7193,What are the hours for the library during finals week?,Library,Low
200,The admissions portal is not letting me upload my final transcripts and the deadline is tonight at midnight or my offer is rescinded.,Admissions,High
8902,I AM FREAKING OUT!! THE CAMPUS SHUTTLE APP SAYS NO BUSES ARE RUNNING AND I HAVE A CLASS ACROSS CAMPUS IN 20 MINUTES!!,Administration,Medium
6638,when are exams scheduled?,Academic Office,Low
4386,i am writing to request a copy of my official transcript for my internship. the application is due at the end of the month.,Administration,Medium
6203,The university's online course management system is down and I need to submit my final project before the deadline in 10 minutes. Please fix it now!,IT Support,High
7974,I can't find where to download the VPN client for my Mac.,IT Support,Low
25,i just found a suspicious person in the library hallway. they don't look like a student and they're acting weird. please help!!!,Library,High
6256,The medicine cabinet mirror in my dorm is broken.,Student Housing,Low
5436,I noticed an error on my graduate admission offer. It says I have to take 4 extra classes I've already finished. Deadline to accept is tonight.,Admissions,High
